Symbol,Name,Call,Put,Tot,Days,Tot ADV,Call ADV,Put ADV,
TCBI,Texas Capital Bancshares Inc,61,171,232,23,10,3,7,
BXP,Boston Properties Inc,43,189,232,23,10,2,8,
HSII,Heidrick & Struggles International Inc,3,228,231,23,10,0,10,
CWST,Casella Waste Systems Inc,229,1,230,23,10,10,0,
FBIO,Fortress Biotech Inc,223,6,229,23,10,10,0,
NTCT,NetScout Systems Inc,194,35,229,23,10,8,2,
PENN,Penn National Gaming Inc,78,151,229,23,10,3,7,
VDSI,VASCO Data Security International Inc,51,178,229,23,10,2,8,
SUI,Sun Communities Inc,144,84,228,23,10,6,4,
VVC,Vectren Corp,121,107,228,23,10,5,5,
TSE,Trinseo SA,137,90,227,23,10,6,4,
SEM,Select Medical Holdings Corp,160,66,226,23,10,7,3,
TYL,Tyler Technologies Inc,121,105,226,23,10,5,5,
CCK,Crown Holdings Inc,220,5,225,23,10,10,0,
VCEL,Vericel Corp,170,55,225,23,10,7,2,
OMF,OneMain Holdings Inc,165,60,225,23,10,7,3,
LGFB,LGF Bancorp Inc,140,85,225,23,10,6,4,
MNRO,Monro Inc,169,55,224,23,10,7,2,
PRAH,PRA Health Sciences Inc,114,110,224,23,10,5,5,
ADAP,Adaptimmune Therapeutics Plc,192,30,222,23,10,8,1,
VIV,Telefonica Brasil SA,219,2,221,23,10,10,0,
ONDK,On Deck Capital Inc,170,51,221,23,10,7,2,
NSA,National Storage Affiliates Trust,121,99,220,23,10,5,4,
SNH,Senior Housing Properties Trust,113,107,220,23,10,5,5,
SONC,Sonic Corp,96,124,220,23,10,4,5,
DOC,Physicians Realty Trust,106,113,219,23,10,5,5,
IRT,Independence Realty Trust Inc,107,111,218,23,9,5,5,
SHOS,Sears Hometown and Outlet Stores Inc,218,0,218,23,9,9,0,
TS,Tenaris SA,152,64,216,23,9,7,3,
MANT,ManTech International Corp/VA,186,29,215,23,9,8,1,
MEI,Methode Electronics Inc,175,40,215,23,9,8,2,
WAGE,WageWorks Inc,17,198,215,23,9,1,9,
WSR,Whitestone REIT,144,70,214,23,9,6,3,
IT,Gartner Inc,135,79,214,23,9,6,3,
LAYN,Layne Christensen Co,109,105,214,23,9,5,5,
TKR,Timken Co/The,139,74,213,23,9,6,3,
ARMK,Aramark,119,94,213,23,9,5,4,
GTY,Getty Realty Corp,204,7,211,23,9,9,0,
NSH,NuStar GP Holdings LLC,33,178,211,23,9,1,8,
AXS,Axis Capital Holdings Ltd,48,162,210,23,9,2,7,
CGA,China Green Agriculture Inc,210,0,210,23,9,9,0,
NTRA,Natera Inc,187,22,209,23,9,8,1,
STAA,STAAR Surgical Co,151,58,209,23,9,7,3,
ZEUS,Olympic Steel Inc,91,118,209,23,9,4,5,
TRI,Thomson Reuters Corp,118,90,208,23,9,5,4,
CINF,Cincinnati Financial Corp,115,92,207,23,9,5,4,
AAC,AAC Holdings Inc,149,57,206,23,9,6,2,
WEB,Web.com Group Inc,195,10,205,23,9,8,0,
BR,Broadridge Financial Solutions Inc,166,36,202,23,9,7,2,
CODI,Compass Diversified Holdings,99,102,201,23,9,4,4,
ASIX,AdvanSix Inc,78,123,201,23,9,3,5,
LFUS,Littelfuse Inc,143,57,200,23,9,6,2,
TREX,Trex Co Inc,123,77,200,23,9,5,3,
CRAY,Cray Inc,107,93,200,23,9,5,4,
ORIT,Oritani Financial Corp,200,0,200,23,9,9,0,
CUBE,CubeSmart,61,138,199,23,9,3,6,
PBCT,People's United Financial Inc,162,36,198,23,9,7,2,
MPWR,Monolithic Power Systems Inc,127,71,198,23,9,6,3,
HASI,Hannon Armstrong Sustainable Infrastructure Capital Inc,111,87,198,23,9,5,4,
ODFL,Old Dominion Freight Line Inc,95,103,198,23,9,4,4,
CAI,CAI International Inc,109,88,197,23,9,5,4,
BKCC,BlackRock Capital Investment Corp,148,48,196,23,9,6,2,
SYNT,Syntel Inc,103,93,196,23,9,4,4,
UIHC,United Insurance Holdings Corp,14,182,196,23,9,1,8,
AGM,Federal Agricultural Mortgage Corp,170,25,195,23,8,7,1,
G,Genpact Ltd,189,5,194,23,8,8,0,
WAIR,Wesco Aircraft Holdings Inc,139,55,194,23,8,6,2,
CACI,CACI International Inc,122,72,194,23,8,5,3,
ANSS,ANSYS Inc,71,123,194,23,8,3,5,
PK,Park Hotels & Resorts Inc,68,126,194,23,8,3,5,
SCMP,Sucampo Pharmaceuticals Inc,182,11,193,23,8,8,0,
GTLS,Chart Industries Inc,181,12,193,23,8,8,1,
CRL,Charles River Laboratories International Inc,79,114,193,23,8,3,5,
LBY,Libbey Inc,25,168,193,23,8,1,7,
HCI,HCI Group Inc,13,180,193,23,8,1,8,
AIV,Apartment Investment & Management Co,47,145,192,23,8,2,6,
CMTL,Comtech Telecommunications Corp,185,6,191,23,8,8,0,
SSNI,Silver Spring Networks Inc,161,30,191,23,8,7,1,
BKU,BankUnited Inc,96,95,191,23,8,4,4,
RDY,Dr Reddy's Laboratories Ltd,83,108,191,23,8,4,5,
ARI,Apollo Commercial Real Estate Finance Inc,70,121,191,23,8,3,5,
BCC,Boise Cascade Co,162,28,190,23,8,7,1,
RTRX,Retrophin Inc,123,67,190,23,8,5,3,
CALX,Calix Inc,90,100,190,23,8,4,4,
WPPGY,WPP PLC,88,102,190,23,8,4,4,
MED,Medifast Inc,176,13,189,23,8,8,1,
BMA,Banco Macro SA,137,52,189,23,8,6,2,
DKL,Delek Logistics Partners LP,51,138,189,23,8,2,6,
VOXX,VOXX International Corp,146,42,188,23,8,6,2,
MATR,Mattersight Corp,177,10,187,23,8,8,0,
GLPI,Gaming and Leisure Properties Inc,122,65,187,23,8,5,3,
MSM,MSC Industrial Direct Co Inc,33,154,187,23,8,1,7,
UNM,Unum Group,109,77,186,23,8,5,3,
ALGT,Allegiant Travel Co,83,103,186,23,8,4,4,
CLH,Clean Harbors Inc,134,51,185,23,8,6,2,
CBPX,Continental Building Products Inc,184,0,184,23,8,8,0,
BMCH,BMC Stock Holdings Inc,156,27,183,23,8,7,1,
RAIL,FreightCar America Inc,91,91,182,23,8,4,4,
VNOM,Viper Energy Partners LP,57,125,182,23,8,2,5,
FELP,Foresight Energy LP,22,160,182,23,8,1,7,
ALDW,Alon USA Partners LP,182,0,182,23,8,8,0,
COUP,Coupa Software Inc,86,95,181,23,8,4,4,
AMWD,American Woodmark Corp,40,141,181,23,8,2,6,
STO,Statoil ASA,167,13,180,23,8,7,1,
CNO,CNO Financial Group Inc,136,44,180,23,8,6,2,
AXE,Anixter International Inc,128,52,180,23,8,6,2,
GALE,Galena Biopharma Inc,90,90,180,23,8,4,4,
LGND,Ligand Pharmaceuticals Inc,124,55,179,23,8,5,2,
WK,Workiva Inc,115,64,179,23,8,5,3,
CXRX,Concordia International Corp,169,9,178,23,8,7,0,
QTWO,Q2 Holdings Inc,167,11,178,23,8,7,0,
SMCI,Super Micro Computer Inc,136,42,178,23,8,6,2,
ARCH,Arch Coal Inc,94,83,177,23,8,4,4,
BAH,Booz Allen Hamilton Holding Corp,82,95,177,23,8,4,4,
HBP,Huttig Building Products Inc,159,17,176,23,8,7,1,
AVY,Avery Dennison Corp,126,50,176,23,8,5,2,
TCF,TCF Financial Corp,6,170,176,23,8,0,7,
CVG,Convergys Corp,152,23,175,23,8,7,1,
KEP,Korea Electric Power Corp,155,19,174,23,8,7,1,
IBP,Installed Building Products Inc,154,20,174,23,8,7,1,
ACCO,ACCO Brands Corp,10,164,174,23,8,0,7,
SFR,Starwood Waypoint Homes,172,1,173,23,8,7,0,
FHB,First Hawaiian Inc,163,10,173,23,8,7,0,
LSTR,Landstar System Inc,107,66,173,23,8,5,3,
MTRX,Matrix Service Co,91,82,173,23,8,4,4,
TEN,Tenneco Inc,69,104,173,23,8,3,5,
PCYG,Park City Group Inc,148,24,172,23,7,6,1,
CMS,CMS Energy Corp,119,53,172,23,7,5,2,
CBB,Cincinnati Bell Inc,156,15,171,23,7,7,1,
HIFR,InfraREIT Inc,135,35,170,23,7,6,2,
ROG,Rogers Corp,122,48,170,23,7,5,2,
NERV,Minerva Neurosciences Inc,110,60,170,23,7,5,3,
PCTY,Paylocity Holding Corp,90,79,169,23,7,4,3,
AGRO,Adecoagro SA,7,162,169,23,7,0,7,
RPD,Rapid7 Inc,142,26,168,23,7,6,1,
SRCI,SRC Energy Inc,106,62,168,23,7,5,3,
RDI,Reading International Inc,101,67,168,23,7,4,3,
ZIXI,Zix Corp,147,20,167,23,7,6,1,
ORIG,Ocean Rig UDW Inc,21,146,167,23,7,1,6,
BSBR,Banco Santander Brasil SA,167,0,167,23,7,7,0,
RST,Rosetta Stone Inc,156,10,166,23,7,7,0,
TNP,Tsakos Energy Navigation Ltd,110,56,166,23,7,5,2,
CZZ,Cosan Ltd,148,17,165,23,7,6,1,
PNR,Pentair PLC,95,70,165,23,7,4,3,
LOPE,Grand Canyon Education Inc,77,88,165,23,7,3,4,
FRT,Federal Realty Investment Trust,59,106,165,23,7,3,5,
VSAT,ViaSat Inc,142,22,164,23,7,6,1,
GTT,GTT Communications Inc,94,70,164,23,7,4,3,
NYT,New York Times Co/The,49,115,164,23,7,2,5,
GTE,Gran Tierra Energy Inc,25,139,164,23,7,1,6,
ASTE,Astec Industries Inc,140,23,163,23,7,6,1,
RELY,Real Industry Inc,113,50,163,23,7,5,2,
QGEN,QIAGEN NV,163,0,163,23,7,7,0,
FBHS,Fortune Brands Home & Security Inc,147,15,162,23,7,6,1,
BBL,BHP Billiton PLC,117,45,162,23,7,5,2,
FTAI,Fortress Transportation & Infrastructure Investors LLC,108,54,162,23,7,5,2,
CASC,Cascadian Therapeutics Inc,161,0,161,23,7,7,0,
CECO,Career Education Corp,144,16,160,23,7,6,1,
TV,Grupo Televisa SAB,109,51,160,23,7,5,2,
FNF,FNF Group,109,50,159,23,7,5,2,
DXTR,Dextera Surgical Inc,23,135,158,23,7,1,6,
AMH,American Homes 4 Rent,131,26,157,23,7,6,1,
CMRX,Chimerix Inc,17,140,157,23,7,1,6,
UUUU,Energy Fuels Inc/Canada,157,0,157,23,7,7,0,
CRESY,Cresud SACIF y A,153,3,156,23,7,7,0,
BLMN,Bloomin' Brands Inc,146,10,156,23,7,6,0,
FIG,Fortress Investment Group LLC,145,11,156,23,7,6,0,
APAM,Artisan Partners Asset Management Inc,46,110,156,23,7,2,5,
CNHI,CNH Industrial NV,154,1,155,23,7,7,0,
ESRT,Empire State Realty Trust Inc,150,5,155,23,7,7,0,
AZZ,AZZ Inc,105,50,155,23,7,5,2,
HELE,Helen of Troy Ltd,88,67,155,23,7,4,3,
RBC,Regal Beloit Corp,59,96,155,23,7,3,4,
NTWK,NetSol Technologies Inc,4,150,154,23,7,0,7,
SKYW,SkyWest Inc,25,128,153,23,7,1,6,
OOMA,Ooma Inc,103,49,152,23,7,4,2,
CPRT,Copart Inc,145,6,151,23,7,6,0,
GLP,Global Partners LP/MA,63,88,151,23,7,3,4,
ANIP,ANI Pharmaceuticals Inc,49,102,151,23,7,2,4,
ADTN,ADTRAN Inc,75,75,150,23,7,3,3,
ITEK,Inotek Pharmaceuticals Corp,150,0,150,23,7,7,0,
LECO,Lincoln Electric Holdings Inc,143,6,149,23,6,6,0,
WOR,Worthington Industries Inc,126,23,149,23,6,5,1,
LAD,Lithia Motors Inc,86,63,149,23,6,4,3,
TNET,TriNet Group Inc,81,68,149,23,6,4,3,
BRKR,Bruker Corp,118,30,148,23,6,5,1,
NSP,Insperity Inc,101,47,148,23,6,4,2,
AZPN,Aspen Technology Inc,55,93,148,23,6,2,4,
MANU,Manchester United Plc,47,101,148,23,6,2,4,
PDFS,PDF Solutions Inc,5,143,148,23,6,0,6,
TPC,Tutor Perini Corp,143,4,147,23,6,6,0,
INGR,Ingredion Inc,108,39,147,23,6,5,2,
CCLP,CSI Compressco LP,41,106,147,23,6,2,5,
PRGS,Progress Software Corp,146,0,146,23,6,6,0,
CNMD,CONMED Corp,130,15,145,23,6,6,1,
GXP,Great Plains Energy Inc,130,15,145,23,6,6,1,
CHKR,Chesapeake Granite Wash Trust,57,88,145,23,6,2,4,
CNNX,Cone Midstream Partners LP,89,55,144,23,6,4,2,
WAL,Western Alliance Bancorp,82,62,144,23,6,4,3,
GIFI,Gulf Island Fabrication Inc,50,94,144,23,6,2,4,
MTGE,MTGE Investment Corp,48,96,144,23,6,2,4,
DSL,DoubleLine Income Solutions Fund,35,109,144,23,6,2,5,
NWSA,News Corp,24,120,144,23,6,1,5,
SMLP,Summit Midstream Partners LP,109,34,143,23,6,5,1,
PNFP,Pinnacle Financial Partners Inc,90,53,143,23,6,4,2,
ES,Eversource Energy,84,59,143,23,6,4,3,
FCH,FelCor Lodging Trust Inc,62,81,143,23,6,3,4,
MUSA,Murphy USA Inc,34,109,143,23,6,1,5,
NEO,NeoGenomics Inc,117,25,142,23,6,5,1,
DTE,DTE Energy Co,85,57,142,23,6,4,2,
SIGI,Selective Insurance Group Inc,22,120,142,23,6,1,5,
NEPT,Neptune Technologies & Bioressources Inc,142,0,142,23,6,6,0,
LVNTA,Liberty Ventures,64,76,140,23,6,3,3,
PEB,Pebblebrook Hotel Trust,45,95,140,23,6,2,4,
AIN,Albany International Corp,125,14,139,23,6,5,1,
RVLT,Revolution Lighting Technologies Inc,110,29,139,23,6,5,1,
MAA,Mid-America Apartment Communities Inc,125,13,138,23,6,5,1,
DFIN,Donnelley Financial Solutions Inc,70,68,138,23,6,3,3,
MARA,Marathon Patent Group Inc,0,138,138,23,6,0,6,
IRDM,Iridium Communications Inc,124,13,137,23,6,5,1,
AVH,Avianca Holdings SA,117,20,137,23,6,5,1,
FCEA,F&C Open Ended Investment Company ICVC - European Equity Fund,101,36,137,23,6,4,2,
SRLP,Sprague Resources LP,89,48,137,23,6,4,2,
DNB,Dun & Bradstreet Corp/The,67,70,137,23,6,3,3,
AZUL,Azul SA,22,115,137,23,6,1,5,
LEJU,Leju Holdings Ltd,137,0,137,23,6,6,0,
INT,World Fuel Services Corp,134,2,136,23,6,6,0,
SNBC,Sun Bancorp Inc/NJ,126,10,136,23,6,5,0,
ITT,ITT Inc,119,17,136,23,6,5,1,
NX,Quanex Building Products Corp,100,35,135,23,6,4,2,
SMED,Sharps Compliance Corp,50,85,135,23,6,2,4,
TCP,TC PipeLines LP,36,99,135,23,6,2,4,
MWA,Mueller Water Products Inc,104,30,134,23,6,5,1,
SFLY,Shutterfly Inc,66,68,134,23,6,3,3,
HAE,Haemonetics Corp,65,69,134,23,6,3,3,
ECOL,US Ecology Inc,94,39,133,23,6,4,2,
UVV,Universal Corp/VA,123,9,132,23,6,5,0,
CHE,Chemed Corp,86,46,132,23,6,4,2,
SSI,Stage Stores Inc,130,1,131,23,6,6,0,
PUK,Prudential PLC,121,10,131,23,6,5,0,
ORA,Ormat Technologies Inc,120,11,131,23,6,5,0,
BMI,Badger Meter Inc,115,16,131,23,6,5,1,
BGNE,BeiGene Ltd,17,114,131,23,6,1,5,
CLS,Celestica Inc,10,121,131,23,6,0,5,
ARDX,Ardelyx Inc,130,0,130,23,6,6,0,
INFI,Infinity Pharmaceuticals Inc,130,0,130,23,6,6,0,
PSDV,pSivida Corp,130,0,130,23,6,6,0,
CPG,Crescent Point Energy Corp,110,19,129,23,6,5,1,
CBSH,Commerce Bancshares Inc/MO,109,20,129,23,6,5,1,
COWN,Cowen Inc,105,24,129,23,6,5,1,
SNN,Smith & Nephew PLC,97,31,128,23,6,4,1,
ENZ,Enzo Biochem Inc,82,46,128,23,6,4,2,
DST,DST Systems Inc,125,2,127,23,6,5,0,
AGFS,AgroFresh Solutions Inc,124,3,127,23,6,5,0,
SKM,SK Telecom Co Ltd,87,40,127,23,6,4,2,
QDEL,Quidel Corp,83,44,127,23,6,4,2,
WTR,Aqua America Inc,115,11,126,23,5,5,0,
BCE,BCE Inc,98,28,126,23,5,4,1,
L,Loews Corp,91,35,126,23,5,4,2,
PBFX,PBF Logistics LP,36,90,126,23,5,2,4,
BBRG,Bravo Brio Restaurant Group Inc,126,0,126,23,5,5,0,
CDXC,ChromaDex Corp,124,1,125,23,5,5,0,
ROIC,Retail Opportunity Investments Corp,113,12,125,23,5,5,1,
RGA,Reinsurance Group of America Inc,84,41,125,23,5,4,2,
GWR,Genesee & Wyoming Inc,100,24,124,23,5,4,1,
VSLR,Vivint Solar Inc,64,60,124,23,5,3,3,
MN,Manning & Napier Inc,121,2,123,23,5,5,0,
PICO,PICO Holdings Inc,93,30,123,23,5,4,1,
ANIK,Anika Therapeutics Inc,91,32,123,23,5,4,1,
MGP,MGM Growth Properties LLC,82,41,123,23,5,4,2,
HESM,Hess Midstream Partners LP,61,62,123,23,5,3,3,
BAK,Braskem SA,51,72,123,23,5,2,3,
RMP,Rice Midstream Partners LP,123,0,123,23,5,5,0,
HAWK,Blackhawk Network Holdings Inc,108,14,122,23,5,5,1,
PSXP,Phillips 66 Partners LP,59,63,122,23,5,3,3,
LITB,LightInTheBox Holding Co Ltd,0,122,122,23,5,0,5,
PLOW,Douglas Dynamics Inc,64,57,121,23,5,3,2,
VMI,Valmont Industries Inc,51,70,121,23,5,2,3,
LHO,LaSalle Hotel Properties,43,78,121,23,5,2,3,
BRO,Brown & Brown Inc,121,0,121,23,5,5,0,
PPHM,Peregrine Pharmaceuticals Inc,121,0,121,23,5,5,0,
SONS,Sonus Networks Inc,115,5,120,23,5,5,0,
PLT,Plantronics Inc,111,9,120,23,5,5,0,
ACH,Aluminum Corp of China Ltd,89,31,120,23,5,4,1,
BONT,Bon-Ton Stores Inc/The,0,120,120,23,5,0,5,
BSQR,BSQUARE Corp,120,0,120,23,5,5,0,
APEI,American Public Education Inc,84,35,119,23,5,4,2,
HLS,HealthSouth Corp,76,43,119,23,5,3,2,
SCS,Steelcase Inc,47,72,119,23,5,2,3,
STAG,STAG Industrial Inc,26,93,119,23,5,1,4,
LADR,Ladder Capital Corp,22,97,119,23,5,1,4,
UDR,UDR Inc,119,0,119,23,5,5,0,
RIGL,Rigel Pharmaceuticals Inc,117,1,118,23,5,5,0,
KLXI,KLX Inc,100,18,118,23,5,4,1,
EFC,Ellington Financial LLC,78,40,118,23,5,3,2,
NANO,Nanometrics Inc,67,51,118,23,5,3,2,
SWM,Schweitzer-Mauduit International Inc,37,81,118,23,5,2,4,
PNNT,PennantPark Investment Corp,75,42,117,23,5,3,2,
CMPR,Cimpress NV,50,67,117,23,5,2,3,
STRA,Strayer Education Inc,26,91,117,23,5,1,4,
LLNW,Limelight Networks Inc,117,0,117,23,5,5,0,
STKL,SunOpta Inc,106,10,116,23,5,5,0,
TLGT,Teligent Inc/NJ,86,30,116,23,5,4,1,
LRN,K12 Inc,57,59,116,23,5,2,3,
ACGL,Arch Capital Group Ltd,36,80,116,23,5,2,3,
CLIR,ClearSign Combustion Corp,91,24,115,23,5,4,1,
FDP,Fresh Del Monte Produce Inc,63,52,115,23,5,3,2,
CLGX,CoreLogic Inc/United States,24,91,115,23,5,1,4,
HNP,Huaneng Power International Inc,115,0,115,23,5,5,0,
VNCE,Vince Holding Corp,115,0,115,23,5,5,0,
ACC,American Campus Communities Inc,58,56,114,23,5,3,2,
ORI,Old Republic International Corp,58,56,114,23,5,3,2,
WMC,Western Asset Mortgage Capital Corp,14,100,114,23,5,1,4,
DDC,Dominion Diamond Corp,112,1,113,23,5,5,0,
MGEE,MGE Energy Inc,98,15,113,23,5,4,1,
EC,Ecopetrol SA,52,61,113,23,5,2,3,
DM,Dominion Energy Midstream Partners LP,33,80,113,23,5,1,3,
FLY,Fly Leasing Ltd,100,12,112,23,5,4,1,
ABTL,Autobytel Inc,86,26,112,23,5,4,1,
MATX,Matson Inc,57,55,112,23,5,2,2,
GATX,GATX Corp,36,76,112,23,5,2,3,
KODK,Eastman Kodak Co,30,82,112,23,5,1,4,
EQM,EQT Midstream Partners LP,85,26,111,23,5,4,1,
AGRX,Agile Therapeutics Inc,79,32,111,23,5,3,1,
BCOV,Brightcove Inc,62,49,111,23,5,3,2,
GIL,Gildan Activewear Inc,15,96,111,23,5,1,4,
CTRE,CareTrust REIT Inc,99,10,109,23,5,4,0,
CBU,Community Bank System Inc,55,54,109,23,5,2,2,
RHI,Robert Half International Inc,11,98,109,23,5,0,4,
KOS,Kosmos Energy Ltd,109,0,109,23,5,5,0,
NSTG,NanoString Technologies Inc,86,21,107,23,5,4,1,
NMIH,NMI Holdings Inc,82,25,107,23,5,4,1,
RSG,Republic Services Inc,79,28,107,23,5,3,1,
MTX,Minerals Technologies Inc,10,97,107,23,5,0,4,
QURE,uniQure NV,7,100,107,23,5,0,4,
AVDL,Avadel Pharmaceuticals PLC,107,0,107,23,5,5,0,
ADUS,Addus HomeCare Corp,14,92,106,23,5,1,4,
SRNE,Sorrento Therapeutics Inc,106,0,106,23,5,5,0,
HURN,Huron Consulting Group Inc,90,15,105,23,5,4,1,
CSII,Cardiovascular Systems Inc,89,16,105,23,5,4,1,
RAS,RAIT Financial Trust,75,30,105,23,5,3,1,
GPT,Gramercy Property Trust,74,31,105,23,5,3,1,
AMN,AMN Healthcare Services Inc,71,34,105,23,5,3,1,
REGI,Renewable Energy Group Inc,25,80,105,23,5,1,3,
SPXC,SPX Corp,82,22,104,23,5,4,1,
COLM,Columbia Sportswear Co,75,29,104,23,5,3,1,
WLH,William Lyon Homes,72,32,104,23,5,3,1,
CLFD,Clearfield Inc,64,40,104,23,5,3,2,
ASUR,Asure Software Inc,104,0,104,23,5,5,0,
AHP,Ashford Hospitality Prime Inc,59,44,103,23,4,3,2,
BIO,Bio-Rad Laboratories Inc,55,48,103,23,4,2,2,
PKI,PerkinElmer Inc,35,68,103,23,4,2,3,
SXC,SunCoke Energy Inc,38,64,102,23,4,2,3,
TBI,TrueBlue Inc,22,80,102,23,4,1,3,
MTU,Mitsubishi UFJ Financial Group Inc,102,0,102,23,4,4,0,
CULP,Culp Inc,100,1,101,23,4,4,0,
HY,Hyster-Yale Materials Handling Inc,88,13,101,23,4,4,1,
GNCMA,General Communication Inc,76,25,101,23,4,3,1,
SSL,Sasol Ltd,70,31,101,23,4,3,1,
SON,Sonoco Products Co,66,35,101,23,4,3,2,
KALU,Kaiser Aluminum Corp,98,2,100,23,4,4,0,
TAST,Carrols Restaurant Group Inc,29,71,100,23,4,1,3,
ICAD,Icad Inc,100,0,100,23,4,4,0,
TRST,TrustCo Bank Corp NY,100,0,100,23,4,4,0,
WERN,Werner Enterprises Inc,70,29,99,23,4,3,1,
MKTX,MarketAxess Holdings Inc,51,48,99,23,4,2,2,
WCC,WESCO International Inc,25,74,99,23,4,1,3,
CW,Curtiss-Wright Corp,50,48,98,23,4,2,2,
AIR,AAR Corp,89,8,97,23,4,4,0,
DXPE,DXP Enterprises Inc/TX,84,13,97,23,4,4,1,
JAG,Jagged Peak Energy Inc,79,18,97,23,4,3,1,
LOB,Live Oak Bancshares Inc,43,54,97,23,4,2,2,
INTL,INTL. FCStone Inc,38,59,97,23,4,2,3,
TRIB,Trinity Biotech PLC,48,48,96,23,4,2,2,
WGL,WGL Holdings Inc,0,96,96,23,4,0,4,
TVPT,Travelport Worldwide Ltd,94,1,95,23,4,4,0,
GTS,Triple-S Management Corp,95,0,95,23,4,4,0,
PGH,Pengrowth Energy Corp,95,0,95,23,4,4,0,
DIOD,Diodes Inc,45,49,94,23,4,2,2,
JLL,Jones Lang LaSalle Inc,20,74,94,23,4,1,3,
SQBG,Sequential Brands Group Inc,94,0,94,23,4,4,0,
EMKR,EMCORE Corp,77,16,93,23,4,3,1,
LYTS,LSI Industries Inc,41,52,93,23,4,2,2,
ENLC,EnLink Midstream LLC,19,74,93,23,4,1,3,
CSLT,Castlight Health Inc,91,1,92,23,4,4,0,
IMH,Impac Mortgage Holdings Inc,69,23,92,23,4,3,1,
HT,Hersha Hospitality Trust,44,48,92,23,4,2,2,
FLDM,Fluidigm Corp,35,57,92,23,4,2,2,
LORL,Loral Space & Communications Inc,86,5,91,23,4,4,0,
EGL,Engility Holdings Inc,81,10,91,23,4,4,0,
REXR,Rexford Industrial Realty Inc,63,28,91,23,4,3,1,
JOE,St Joe Co/The,22,69,91,23,4,1,3,
ASA,ASA Gold and Precious Metals Ltd,91,0,91,23,4,4,0,
WG,Willbros Group Inc,91,0,91,23,4,4,0,
CPSS,Consumer Portfolio Services Inc,80,10,90,23,4,3,0,
NXRT,NexPoint Residential Trust Inc,65,25,90,23,4,3,1,
CHDN,Churchill Downs Inc,42,48,90,23,4,2,2,
LTRPA,Liberty TripAdvisor Holdings Inc,38,52,90,23,4,2,2,
WLKP,Westlake Chemical Partners LP,73,16,89,23,4,3,1,
GVA,Granite Construction Inc,41,48,89,23,4,2,2,
ALQA,Alliqua BioMedical Inc,29,60,89,23,4,1,3,
HDNG,Hardinge Inc,89,0,89,23,4,4,0,
TDS,Telephone & Data Systems Inc,89,0,89,23,4,4,0,
CNCE,Concert Pharmaceuticals Inc,68,20,88,23,4,3,1,
MACK,Merrimack Pharmaceuticals Inc,38,50,88,23,4,2,2,
SLG,SL Green Realty Corp,51,35,86,23,4,2,2,
QNST,QuinStreet Inc,86,0,86,23,4,4,0,
TESO,Tesco Corp,86,0,86,23,4,4,0,
ABR,Arbor Realty Trust Inc,75,10,85,23,4,3,0,
PHG,Koninklijke Philips NV,71,14,85,23,4,3,1,
GNRT,Gener8 Maritime Inc,55,30,85,23,4,2,1,
EPAM,EPAM Systems Inc,27,58,85,23,4,1,3,
TSU,TIM Participacoes SA,11,74,85,23,4,0,3,
IEX,IDEX Corp,10,75,85,23,4,0,3,
AHH,Armada Hoffler Properties Inc,0,85,85,23,4,0,4,
SDR,SandRidge Mississippian Trust II,85,0,85,23,4,4,0,
CLAR,Clarus Corp,71,13,84,23,4,3,1,
TNK,Teekay Tankers Ltd,50,34,84,23,4,2,1,
HHC,Howard Hughes Corp/The,38,46,84,23,4,2,2,
PATK,Patrick Industries Inc,37,47,84,23,4,2,2,
NNI,Nelnet Inc,20,64,84,23,4,1,3,
ABAX,Abaxis Inc,12,72,84,23,4,1,3,
MSB,Mesabi Trust,79,4,83,23,4,3,0,
FARO,FARO Technologies Inc,60,23,83,23,4,3,1,
RUTH,Ruth's Hospitality Group Inc,57,26,83,23,4,2,1,
LQDT,Liquidity Services Inc,28,55,83,23,4,1,2,
WRI,Weingarten Realty Investors,12,70,82,23,4,1,3,
TU,TELUS Corp,10,72,82,23,4,0,3,
FSTR,LB Foster Co,56,25,81,23,4,2,1,
RLI,RLI Corp,66,14,80,23,3,3,1,
CWCO,Consolidated Water Co Ltd,54,26,80,23,3,2,1,
ESS,Essex Property Trust Inc,43,37,80,23,3,2,2,
ARTX,Arotech Corp,77,2,79,23,3,3,0,
SIGM,Sigma Designs Inc,63,16,79,23,3,3,1,
AWI,Armstrong World Industries Inc,52,27,79,23,3,2,1,
SCI,Service Corp International/US,77,1,78,23,3,3,0,
VIVO,Meridian Bioscience Inc,68,10,78,23,3,3,0,
LTXB,LegacyTexas Financial Group Inc,67,11,78,23,3,3,0,
CORR,CorEnergy Infrastructure Trust Inc,59,19,78,23,3,3,1,
DAKT,Daktronics Inc,78,0,78,23,3,3,0,
NGG,National Grid PLC,48,29,77,23,3,2,1,
HTA,Healthcare Trust of America Inc,43,34,77,23,3,2,1,
SYNC,Synacor Inc,27,50,77,23,3,1,2,
HIL,Hill International Inc,77,0,77,23,3,3,0,
BDN,Brandywine Realty Trust,55,21,76,23,3,2,1,
BAP,Credicorp Ltd,47,29,76,23,3,2,1,
NOG,Northern Oil and Gas Inc,44,32,76,23,3,2,1,
FAF,First American Financial Corp,43,33,76,23,3,2,1,
HMHC,Houghton Mifflin Harcourt Co,30,46,76,23,3,1,2,
NCS,NCI Building Systems Inc,25,51,76,23,3,1,2,
MHO,M/I Homes Inc,76,0,76,23,3,3,0,
